id,title,genres,price,image,steam_page,developer,publisher,release_date
1036260,Journey For Elysium,Adventure/Casual/Indie/Simulation,$16.99,https://steamcdn-a.akamaihd.net/steam/apps/1036260/header.jpg?t=1572528006,https://store.steampowered.com/app/1036260,Mantis,Cronos Interactive,"Oct 31, 2019"
1036210,Puzzling Languages: German/English,Casual/Indie,,https://steamcdn-a.akamaihd.net/steam/apps/1036210/header.jpg?t=1554631879,https://store.steampowered.com/app/1036210,RTWS,RTWS,Unrealeased
1036200,Song Animals,Indie,,https://steamcdn-a.akamaihd.net/steam/apps/1036200/header.jpg?t=1553564289,https://store.steampowered.com/app/1036200,Myshkin Entertainment,Myshkin Entertainment,"Mar 25, 2019"
1036190,疑犯寻踪 In Pursuit,Casual/Indie/Strategy,,https://steamcdn-a.akamaihd.net/steam/apps/1036190/header.jpg?t=1553052705,https://store.steampowered.com/app/1036190,Laughing Studio,Laughing Studio,Unrealeased
1036120,病毒恶化 VirusCrisis,Indie/RPG/Simulation/Strategy/Early Access,$15.99,https://steamcdn-a.akamaihd.net/steam/apps/1036120/header.jpg?t=1568450141,https://store.steampowered.com/app/1036120,S.T.T,S.T.T,"Apr 29, 2019"
1036080,机械星河,Adventure/Indie/RPG,,https://steamcdn-a.akamaihd.net/steam/apps/1036080/header.jpg?t=1559369466,https://store.steampowered.com/app/1036080,PlayJoy,PlayJoy,Unrealeased
1036030,EscapeRoute,Action/Adventure,$6.99,https://steamcdn-a.akamaihd.net/steam/apps/1036030/header.jpg?t=1572681527,https://store.steampowered.com/app/1036030,JimDex,JimDex,"Mar 8, 2019"
1036750,Hentai Chicks,Casual/Indie/Simulation,$0.99,https://steamcdn-a.akamaihd.net/steam/apps/1036750/header.jpg?t=1572438656,https://store.steampowered.com/app/1036750,SYNERGY,SYNERGY,"Jul 1, 2019"
1036700,My Beautiful Paper Smile,Adventure/Indie,,https://steamcdn-a.akamaihd.net/steam/apps/1036700/header.jpg?t=1572381682,https://store.steampowered.com/app/1036700,Two Star Games,Vicarious Publishing,Unrealeased
1036690,忆恋-Reverse Memories-,RPG/Simulation,$3.99,https://steamcdn-a.akamaihd.net/steam/apps/1036690/header.jpg?t=1558576311,https://store.steampowered.com/app/1036690,Never Knows Best制作组,轻文,"May 22, 2019"
1036660,MiniGolf Maker,Casual/Indie/Sports/Early Access,$6.99,https://steamcdn-a.akamaihd.net/steam/apps/1036660/header.jpg?t=1572482022,https://store.steampowered.com/app/1036660,Road Turtle Games,Road Turtle Games,"Mar 22, 2019"
1036620,Alien Cow Farm,Action/Adventure/Casual/Indie,$9.99,https://steamcdn-a.akamaihd.net/steam/apps/1036620/header.jpg?t=1572806807,https://store.steampowered.com/app/1036620,ZWOLYA GAMES,ZWOLYA GAMES,"May 31, 2019"
1036600,Junglex,Action/Adventure/Casual/Indie,$0.49,https://steamcdn-a.akamaihd.net/steam/apps/1036600/header.jpg?t=1567901129,https://store.steampowered.com/app/1036600,RewindApp,RewindApp,"Apr 5, 2019"
1036580,National Park Girls,Casual/Indie,$4.99,https://steamcdn-a.akamaihd.net/steam/apps/1036580/header.jpg?t=1571707805,https://store.steampowered.com/app/1036580,Studio Coattails,Sekai Project,"Mar 14, 2019"
1036570,Ascend,Action/Free to Play/Indie,,https://steamcdn-a.akamaihd.net/steam/apps/1036570/header.jpg?t=1560274656,https://store.steampowered.com/app/1036570,Team Newspaper Hats,Team Newspaper Hats,Unrealeased
1036550,Levers & Buttons,Indie,$9.99,https://steamcdn-a.akamaihd.net/steam/apps/1036550/header.jpg?t=1555182707,https://store.steampowered.com/app/1036550,5 Hours of Sleep,5 Hours of Sleep,"Apr 13, 2019"
1036530,A way up!,Action/Casual/Indie,$4.99,https://steamcdn-a.akamaihd.net/steam/apps/1036530/header.jpg?t=1552054167,https://store.steampowered.com/app/1036530,BlueTreeGames,BlueTreeGames,"Mar 8, 2019"
1036490,Space Smash,Action/Casual/Indie,$0.49,https://steamcdn-a.akamaihd.net/steam/apps/1036490/header.jpg?t=1568466993,https://store.steampowered.com/app/1036490,Moraes Studio,Moraes Studio,"Mar 7, 2019"
1036460,Similars: Climb,Action/Casual/Indie,$4.99,https://steamcdn-a.akamaihd.net/steam/apps/1036460/header.jpg?t=1572970866,https://store.steampowered.com/app/1036460,Specspel,Specspel,"Aug 7, 2019"
1036440,Kingdom Wars 2: Definitive Edition,Indie/Simulation/Strategy,$19.99,https://steamcdn-a.akamaihd.net/steam/apps/1036440/header.jpg?t=1570873589,https://store.steampowered.com/app/1036440,Reverie World Studios,Reverie World Studios,"Jul 9, 2019"
1036430,Neverdark,Strategy,,https://steamcdn-a.akamaihd.net/steam/apps/1036430/header.jpg?t=1569517834,https://store.steampowered.com/app/1036430,Simteract,Slitherine Ltd.,Unrealeased
1036420,Command: Desert Storm,Simulation/Strategy,$19.99,https://steamcdn-a.akamaihd.net/steam/apps/1036420/header.jpg?t=1564046096,https://store.steampowered.com/app/1036420,WarfareSims,Slitherine Ltd.,"Mar 28, 2019"
1036400,Mage VR: The Lost Memories,Action/Adventure/Indie,$4.99,https://steamcdn-a.akamaihd.net/steam/apps/1036400/header.jpg?t=1552038686,https://store.steampowered.com/app/1036400,Baptiste Degryse,DBloke SPRL,"Mar 8, 2019"
1036330,BattleCubes: Arena,Action/Indie,$3.99,https://steamcdn-a.akamaihd.net/steam/apps/1036330/header.jpg?t=1568615652,https://store.steampowered.com/app/1036330,.k.p.,.k.p.,"Mar 28, 2019"
1036320,Once Upon A Death,Indie/Strategy,$4.99,https://steamcdn-a.akamaihd.net/steam/apps/1036320/header.jpg?t=1564134194,https://store.steampowered.com/app/1036320,Gamenesis,Gamenesis,"Jul 26, 2019"
1036310,Hockey: Strategy Of Success,Indie/Sports,,https://steamcdn-a.akamaihd.net/steam/apps/1036310/header.jpg?t=1553764271,https://store.steampowered.com/app/1036310,Winter Legend,Winter Legend,Unrealeased
1037150,Zakk Hazard The Deadly Spawn,Action/Adventure/Casual/Indie,$1.99,https://steamcdn-a.akamaihd.net/steam/apps/1037150/header.jpg?t=1572550908,https://store.steampowered.com/app/1037150,Re trope games,MMUK ,"Apr 1, 2019"
1037140,Mow Problem,Casual/Indie,$3.99,https://steamcdn-a.akamaihd.net/steam/apps/1037140/header.jpg?t=1560592500,https://store.steampowered.com/app/1037140,Trederia,Trederia,"Apr 12, 2019"
1037130,Dandy Ace,Action/Indie,,https://steamcdn-a.akamaihd.net/steam/apps/1037130/header.jpg?t=1569800066,https://store.steampowered.com/app/1037130,Mad Mimic,Mad Mimic,Unrealeased
1037120,Mutropolis,Adventure/Casual/Indie,,https://steamcdn-a.akamaihd.net/steam/apps/1037120/header.jpg?t=1566419533,https://store.steampowered.com/app/1037120,Pirita Studio,Pirita Studio,Unrealeased
1037110,GoK,Action/Adventure/Indie/RPG/Early Access,$9.99,https://steamcdn-a.akamaihd.net/steam/apps/1037110/header.jpg?t=1572009931,https://store.steampowered.com/app/1037110,GSE,GSE,"Mar 26, 2019"
1037100,You Died but a Necromancer revived you,Casual/Indie,$8.99,https://steamcdn-a.akamaihd.net/steam/apps/1037100/header.jpg?t=1571844472,https://store.steampowered.com/app/1037100,BolHut,BolHut,"Apr 19, 2019"
1037090,GREEN VIDEO GAME,Action/Adventure/Indie/Strategy,,https://steamcdn-a.akamaihd.net/steam/apps/1037090/header.jpg?t=1572396467,https://store.steampowered.com/app/1037090,ESTACION PI Y DISEÑO,ESTACION PI Y DISEÑO,Unrealeased
1037040,Asymmetric Ops,Action/Indie/Early Access,,https://steamcdn-a.akamaihd.net/steam/apps/1037040/header.jpg?t=1570760221,https://store.steampowered.com/app/1037040,Off Target Studios,Off Target Studios,Unrealeased
1037010,Mystery Solitaire Grimm Tales,Casual,$4.99,https://steamcdn-a.akamaihd.net/steam/apps/1037010/header.jpg?t=1560778759,https://store.steampowered.com/app/1037010,Somer Games,8floor,"Jun 17, 2019"
1037000,Where are My Pipes?,Casual/Indie,$4.99,https://steamcdn-a.akamaihd.net/steam/apps/1037000/header.jpg?t=1554822512,https://store.steampowered.com/app/1037000,8floor,8floor,"Apr 9, 2019"
1036990,Royal Gems,Adventure/Casual,$4.99,https://steamcdn-a.akamaihd.net/steam/apps/1036990/header.jpg?t=1554129430,https://store.steampowered.com/app/1036990,8floor,8floor,"Apr 1, 2019"
1036980,Mysteries of the Undead,Adventure/Casual,$4.99,https://steamcdn-a.akamaihd.net/steam/apps/1036980/header.jpg?t=1553756643,https://store.steampowered.com/app/1036980,GO! Games,8floor,"Mar 28, 2019"
1036970,HENTAI GIRL PUZZLE,Casual,$0.99,https://steamcdn-a.akamaihd.net/steam/apps/1036970/header.jpg?t=1572522589,https://store.steampowered.com/app/1036970,Sanobusiness S.R.L.,Sanobusiness S.R.L.,"Apr 5, 2019"
1036960,阿津,Adventure/Free to Play/RPG,,https://steamcdn-a.akamaihd.net/steam/apps/1036960/header.jpg?t=1553949059,https://store.steampowered.com/app/1036960,阿津,歐津津教團,"Mar 30, 2019"
1036950,Super Jigsaw Puzzle: Generations,Casual/Free to Play/Indie/Strategy,,https://steamcdn-a.akamaihd.net/steam/apps/1036950/header.jpg?t=1572268142,https://store.steampowered.com/app/1036950,Flat Cat Games,Flat Cat Games,"Apr 4, 2019"
1036930,PC Fútbol Stars,Casual/Free to Play/Indie/Sports,,https://steamcdn-a.akamaihd.net/steam/apps/1036930/header.jpg?t=1571385095,https://store.steampowered.com/app/1036930,Rashin Game Studio,IDC/Games,Unrealeased
1036920,DooM in the Dark,Action/Adventure/Indie/Simulation,$5.99,https://steamcdn-a.akamaihd.net/steam/apps/1036920/header.jpg?t=1552067299,https://store.steampowered.com/app/1036920,indie_games_studio,indie_games_studio,"Mar 8, 2019"
1036910,€100,Casual,$0.49,https://steamcdn-a.akamaihd.net/steam/apps/1036910/header.jpg?t=1558124277,https://store.steampowered.com/app/1036910,КиКо,КиКо,"Mar 18, 2019"
1036900,Seven Bullets Zombie Apocalypse,Action,$0.99,https://steamcdn-a.akamaihd.net/steam/apps/1036900/header.jpg?t=1555584193,https://store.steampowered.com/app/1036900,Skull Box Games,КиКо,"Apr 18, 2019"
1036870,Night Catcher,Adventure/Indie,$2.99,https://steamcdn-a.akamaihd.net/steam/apps/1036870/header.jpg?t=1553526186,https://store.steampowered.com/app/1036870,Exsom,Exsom,"Mar 22, 2019"
1036850,Auf Abwegen,Adventure/Free to Play/Indie,,https://steamcdn-a.akamaihd.net/steam/apps/1036850/header.jpg?t=1572442642,https://store.steampowered.com/app/1036850,Kindman,InSayn,"Mar 9, 2019"
1036840,Cat Defense,Indie/Strategy,$0.99,https://steamcdn-a.akamaihd.net/steam/apps/1036840/header.jpg?t=1555763884,https://store.steampowered.com/app/1036840,Red twice potato,Red twice potato,"Apr 20, 2019"
1036820,Marvin The Hatter,Adventure/Indie,$1.99,https://steamcdn-a.akamaihd.net/steam/apps/1036820/header.jpg?t=1555678530,https://store.steampowered.com/app/1036820,Red twice potato,Red twice potato,"Apr 19, 2019"
1036800,Night Island,Action/Adventure/Indie/RPG/Early Access,$9.99,https://steamcdn-a.akamaihd.net/steam/apps/1036800/header.jpg?t=1571191816,https://store.steampowered.com/app/1036800,Aurora Interactive,Aurora Interactive,"Aug 26, 2019"
1036780,Pokris,Casual,$0.99,https://steamcdn-a.akamaihd.net/steam/apps/1036780/header.jpg?t=1553293081,https://store.steampowered.com/app/1036780,Odd Digs,Odd Digs,"Mar 22, 2019"
1037600,Lord Democrat Strikes Out!,Action/Adventure/RPG/Sports,$1.99,https://steamcdn-a.akamaihd.net/steam/apps/1037600/header.jpg?t=1553904852,https://store.steampowered.com/app/1037600,Kevin Lund,K. Lund,"Mar 29, 2019"
1037590,Neptunia Shooter,Action,$4.99,https://steamcdn-a.akamaihd.net/steam/apps/1037590/header.jpg?t=1569538314,https://store.steampowered.com/app/1037590,Idea Factory International,Idea Factory International,"May 21, 2019"
1037570,Sellswords: Ashen Company,Action/Strategy/Early Access,$14.99,https://steamcdn-a.akamaihd.net/steam/apps/1037570/header.jpg?t=1556486388,https://store.steampowered.com/app/1037570,Mutiny Software,Mutiny Software,"Apr 28, 2019"
1037560,Fat Prisoner Simulator,Indie/Simulation/Sports,$0.49,https://steamcdn-a.akamaihd.net/steam/apps/1037560/header.jpg?t=1552822409,https://store.steampowered.com/app/1037560,Kiddy,Kiddy,"Mar 12, 2019"
1037540,Brave knight runner,Action/Casual/Indie,$0.49,https://steamcdn-a.akamaihd.net/steam/apps/1037540/header.jpg?t=1552826578,https://store.steampowered.com/app/1037540,Zotdinex, Zotdinex,"Mar 17, 2019"
1037480,Classic Racers,Casual/Indie/Racing/Simulation/Sports,,https://steamcdn-a.akamaihd.net/steam/apps/1037480/header.jpg?t=1571434650,https://store.steampowered.com/app/1037480,Vision Reelle,Vision Reelle,"Mar 26, 2019"
1037470,Jormungandr,Action/Casual/Indie,$4.99,https://steamcdn-a.akamaihd.net/steam/apps/1037470/header.jpg?t=1572502837,https://store.steampowered.com/app/1037470,Jasconius Interactive,Jasconius Interactive,"Jun 25, 2019"
1037460,DEEP 8,RPG,,https://steamcdn-a.akamaihd.net/steam/apps/1037460/header.jpg?t=1562619004,https://store.steampowered.com/app/1037460,IndependentArt,IndependentArt,Unrealeased
1037430,Hell Hole,Action/Casual/Indie/Early Access,$2.99,https://steamcdn-a.akamaihd.net/steam/apps/1037430/header.jpg?t=1553895466,https://store.steampowered.com/app/1037430,SDG Games,mNosGaming,"Mar 29, 2019"
1037420,Hentai Strawberry,Casual/Indie,$0.99,https://steamcdn-a.akamaihd.net/steam/apps/1037420/header.jpg?t=1564237065,https://store.steampowered.com/app/1037420,Demin Games,Demin Games,"Mar 15, 2019"
1037410,Captain Starshot,Action/Adventure/Casual/Free to Play/Indie/RPG,,https://steamcdn-a.akamaihd.net/steam/apps/1037410/header.jpg?t=1562849594,https://store.steampowered.com/app/1037410,Double Door Games,Double Door Games,"Jul 9, 2019"
1037380,Cradle of Sins VR,Action/Massively Multiplayer/Strategy/Early Access,,https://steamcdn-a.akamaihd.net/steam/apps/1037380/header.jpg?t=1571424357,https://store.steampowered.com/app/1037380,U24 Solutions,U24 Solutions,Unrealeased
1037350,Back to 1998,Adventure/Casual/Indie,$9.99,https://steamcdn-a.akamaihd.net/steam/apps/1037350/header.jpg?t=1572950805,https://store.steampowered.com/app/1037350,Bold Pixel,Bold Pixel,"Apr 15, 2019"
1037340,Over The Cloud : Lost Planet,Casual/Indie/Simulation,$9.99,https://steamcdn-a.akamaihd.net/steam/apps/1037340/header.jpg?t=1557222239,https://store.steampowered.com/app/1037340,Archive Factory,Archive Factory,"May 6, 2019"
1037330,Senpai Teaches Me Japanese: Part 1,Casual/Indie/Simulation,$5.99,https://steamcdn-a.akamaihd.net/steam/apps/1037330/header.jpg?t=1553079687,https://store.steampowered.com/app/1037330,Nyanko Gaming,Nyanko Gaming,"Mar 14, 2019"
1037270,酔いどれクイズshow 標鍛,Indie/Simulation,$2.99,https://steamcdn-a.akamaihd.net/steam/apps/1037270/header.jpg?t=1554784715,https://store.steampowered.com/app/1037270,ekusutola,ekusutola,"Mar 11, 2019"
1037260,Diacrisis,Action/Adventure/Indie,$18.99,https://steamcdn-a.akamaihd.net/steam/apps/1037260/header.jpg?t=1565650474,https://store.steampowered.com/app/1037260,Luan Prates de Souza,Luan Prates de Souza,"Apr 26, 2019"
1037240,TheWorld,Indie/Massively Multiplayer/Simulation,,https://steamcdn-a.akamaihd.net/steam/apps/1037240/header.jpg?t=1571759438,https://store.steampowered.com/app/1037240,TheWorldGameStudio,TheWorldGameStudio,Unrealeased
1037190,Shipped,Action/Casual/Indie/Sports,$5.99,https://steamcdn-a.akamaihd.net/steam/apps/1037190/header.jpg?t=1572080362,https://store.steampowered.com/app/1037190,Majorariatto,Majorariatto,"Mar 28, 2019"
1038120,b.m.g 19 - bike messenger go!,Indie,$0.99,https://steamcdn-a.akamaihd.net/steam/apps/1038120/header.jpg?t=1553184603,https://store.steampowered.com/app/1038120,funktiondreizehn studio,funktiondreizehn studio,"Mar 21, 2019"
1038110,Realm of Virtuals,Action/Adventure/Free to Play/Indie,,https://steamcdn-a.akamaihd.net/steam/apps/1038110/header.jpg?t=1553211199,https://store.steampowered.com/app/1038110,Game Runners,Game Runners,Unrealeased
1038100,Trap for Winners,Adventure/Casual/Indie/RPG/Strategy,$9.99,https://steamcdn-a.akamaihd.net/steam/apps/1038100/header.jpg?t=1569179402,https://store.steampowered.com/app/1038100,Prime Games,Prime Games,"Mar 28, 2019"
1038070,Physics Drop,Casual/Indie,$2.99,https://steamcdn-a.akamaihd.net/steam/apps/1038070/header.jpg?t=1569405953,https://store.steampowered.com/app/1038070,IDC Games,IDC Games ,"May 3, 2019"
1038000,Makross,Utilities,$24.99,https://steamcdn-a.akamaihd.net/steam/apps/1038000/header.jpg?t=1571070396,https://store.steampowered.com/app/1038000,Rule of Fun,Rule of Fun,"Aug 30, 2019"
1037980,Hell Empire: Sinners Flow,Indie/Strategy,,https://steamcdn-a.akamaihd.net/steam/apps/1037980/header.jpg?t=1559713638,https://store.steampowered.com/app/1037980,Joystick Knights,Joystick Knights,Unrealeased
1037970,I'm Hungry,Casual/Simulation/Strategy,$15.29,https://steamcdn-a.akamaihd.net/steam/apps/1037970/header.jpg?t=1572584699,https://store.steampowered.com/app/1037970,Light Studio,Winking Skywalker,"Oct 31, 2019"
1037960,Grand Dude Simulator,Action/Indie/Racing/Simulation,$4.99,https://steamcdn-a.akamaihd.net/steam/apps/1037960/header.jpg?t=1552825064,https://store.steampowered.com/app/1037960,Kiddy,Kiddy,"Mar 12, 2019"
1037950,迷宫战争(Maze Wars),Adventure/Casual/RPG/Strategy,$3.99,https://steamcdn-a.akamaihd.net/steam/apps/1037950/header.jpg?t=1557137671,https://store.steampowered.com/app/1037950,YouJing,YouJing,"Apr 1, 2019"
1037940,Dead Monarchy,Indie/RPG/Strategy/Early Access,$9.99,https://steamcdn-a.akamaihd.net/steam/apps/1037940/header.jpg?t=1570075008,https://store.steampowered.com/app/1037940,Dead Monarchy Studios,Dead Monarchy Studios,"Jun 18, 2019"
1037930,Era of Miracles,Action/Adventure/Indie/RPG/Simulation,$2.99,https://steamcdn-a.akamaihd.net/steam/apps/1037930/header.jpg?t=1570298147,https://store.steampowered.com/app/1037930,Seaborgium Entertainment,Seaborgium Entertainment,"Oct 2, 2019"
1037910,Paw Paw Paw,Action/Adventure/Indie,,https://steamcdn-a.akamaihd.net/steam/apps/1037910/header.jpg?t=1571694274,https://store.steampowered.com/app/1037910,Simpleton,GrabTheGames,Unrealeased
1037900,Fight This,Action/Indie,,https://steamcdn-a.akamaihd.net/steam/apps/1037900/header.jpg?t=1555408756,https://store.steampowered.com/app/1037900,Real Fighting,Real Fighting,Unrealeased
1037850,Pirate Cannons AHOY!,Action/Casual/Indie,$0.99,https://steamcdn-a.akamaihd.net/steam/apps/1037850/header.jpg?t=1552315342,https://store.steampowered.com/app/1037850,juhbeedesigns,juhbeedesigns,"Mar 11, 2019"
1037840,Running Ninja,Action/Casual/Indie,$0.99,https://steamcdn-a.akamaihd.net/steam/apps/1037840/header.jpg?t=1552510179,https://store.steampowered.com/app/1037840,BBB Games, BBB Games,"Mar 13, 2019"
