id,title,genres,price,image,steam_url,developer,publisher,release_date
metacritic_score,metacritic_url,ign_score,ign_url,pcgamer_score,pcgamer_url,average
250820,SteamVR,,,https://steamcdn-a.akamaihd.net/steam/apps/250820/header.jpg?t=1564628108,https://store.steampowered.com/app/250820,Valve,,
250820,-1,,-1.0,,-1.0,
917840,Wintermoor Tactics Club,Adventure/RPG/Strategy,,https://steamcdn-a.akamaihd.net/steam/apps/917840/header.jpg?t=1573702036,https://store.steampowered.com/app/917840,EVC, ,Unrealeased
917840,-1,,-1.0,,-1.0,
578850,64.0,Action/Indie,$2.99,https://steamcdn-a.akamaihd.net/steam/apps/578850/header.jpg?t=1568853810,https://store.steampowered.com/app/578850,rebel rabbit,indienova,"Mar 16, 2017"
578850,-1,,-1.0,,-1.0,
924660,RollerPlay,Action/Indie/Simulation/Sports/Early Access,,https://steamcdn-a.akamaihd.net/steam/apps/924660/header.jpg?t=1574229201,https://store.steampowered.com/app/924660,YouVisio Productions Inc.,YouVisio Productions Inc.,Unrealeased
924660,-1,,-1.0,,-1.0,
669290,Espire 1: VR Operative,Action/Adventure,$29.99,https://steamcdn-a.akamaihd.net/steam/apps/669290/header.jpg?t=1574228842,https://store.steampowered.com/app/669290,Digital Lode,Tripwire Interactive,Unrealeased
669290,-1,,-1.0,,-1.0,
